"Dis.No" "Year" "Seq" "Glide" "Disaster.Group" "Disaster.Subgroup" "Disaster.Type" "Disaster.Subtype" "Disaster.Subsubtype" "Event.Name" "Country" "ISO" "Region" "Continent" "Location" "Origin" "Associated.Dis" "Associated.Dis2" "OFDA.Response" "Appeal" "Declaration" "AID.Contribution...000.US.." "Dis.Mag.Value" "Dis.Mag.Scale" "Latitude" "Longitude" "Local.Time" "River.Basin" "Start.Year" "Start.Month" "Start.Day" "End.Year" "End.Month" "End.Day" "Total.Deaths" "No.Injured" "No.Affected" "No.Homeless" "Total.Affected" "Reconstruction.Costs...000.US.." "Reconstruction.Costs..Adjusted...000.US.." "Insured.Damages...000.US.." "Insured.Damages..Adjusted...000.US.." "Total.Damages...000.US.." "Total.Damages..Adjusted...000.US.." "CPI" "Adm.Level" "Admin1.Code" "Admin2.Code" "Geo.Locations"
"2009-0404-PHL" 2009 404 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Philippines (the)" "PHL" "South-Eastern Asia" "Asia" "Norala, Sto. Nino areas (South Cotabato district, Region XII (Soccsksargen) province)" "" "" "" "" "" "" NA 6 "Richter" "6.513" "124.715" "" "" 2009 9 18 2009 9 19 NA 2 380 10 392 NA NA NA NA 90 114 79.17380276 "2" "" "24271" "South Cotabato (Adm2)."
"2009-9210-PRY" 2009 9210 "DR-2009-000104" "Natural" "Climatological" "Drought" "Drought" "" "" "Paraguay" "PRY" "South America" "Americas" "Boqueron, Presidente Hayes, Alto Paraguay, Concepción, Neembucú provinc" "La Nina and El Nino, deforestation" "" "" "" "" "Yes" NA NA "Km2" "" "" "" "" 2009 1 NA 2009 11 NA NA NA 200000 NA 200000 NA NA NA NA NA NA 79.17380276 "1" "2311;2314;2319;2324;2326" "" "Alto Paraguay, Boqueron, Concepcion, Neembucu, Presidente Hayes (Adm1)."
"2009-9415-SLV" 2009 9415 "OT-2009-000169" "Natural" "Climatological" "Drought" "Drought" "" "" "El Salvador" "SLV" "Central America" "Americas" "Ahuachapan, Cabanas, Chalatenango, Cuscatlan, La Libertad, La Paz, La Union, Morazan, San Miguel, San Salvador, San Vicente, Santa Ana, Sonsonate, Usulutan provinces" "Lack of rain" "" "" "" "" "" NA NA "Km2" "" "" "" "" 2009 NA 12 2009 NA NA NA NA NA NA NA NA NA NA NA 27000 34102 79.17380276 "1" "1184;1185;1186;1187;1188;1189;1190;1191;1192;1193;1194;1195;1196;1197" "" "Ahuachapan, Cabanas, Chalatenango, Cuscatlan, La Libertad, La Paz, La Union, Morazan, San Miguel, San Salvador, San Vicente, Santa Ana, Sonsonate, Usulutan (Adm1)."
"2009-0349-USA" 2009 349 "" "Natural" "Climatological" "Wildfire" "Land fire (Brush, Bush, Pasture)" "" "" "United States of America (the)" "USA" "Northern America" "Americas" "Los Angeles, Monterey districts (California province)" "" "" "" "" "" "Yes" NA NA "Km2" "" "" "" "" 2009 7 7 2009 10 27 2 NA NA 192 192 NA NA NA NA NA NA 79.17380276 "2" "" "28883;28891" "Los Angeles, Monterey (Adm2)."
"2009-9415-VEN" 2009 9415 "OT-2009-000169" "Natural" "Climatological" "Drought" "Drought" "" "" "Venezuela (Bolivarian Republic of)" "VEN" "South America" "Americas" "Amazonas, Anzoategui, Apure, Aragua, Barinas, Bolivar, Carabobo, Cojedes, Delta Amacuro, Dependencias Federales, Falcon, Guarico, Lara, Merida, Miranda, Monagas, Nueva Esparta, Portuguesa, Sucre, Tachira, Trujillo, Yaracuy, Zulia, Vargas, Distrito Capital provinces" "" "" "" "" "" "Yes" NA NA "Km2" "" "" "" "" 2009 11 NA 2010 NA NA NA NA NA NA NA NA NA NA NA NA NA 79.17380276 "1" "3302;3303;3304;3305;3306;3307;3308;3309;3310;3311;3313;3314;3315;3316;3317;3318;3319;3320;3321;3322;3323;3324;3325;67152;67153" "" "Amazonas, Anzoategui, Apure, Aragua, Barinas, Bolivar, Carabobo, Cojedes, Delta Amacuro, Dependencias Federales, Distrito Capital, Falcon, Guarico, Lara, Merida, Miranda, Monagas, Nueva Esparta, Portuguesa, Sucre, Tachira, Trujillo, Vargas, Yaracuy, Zulia (Adm1)."
"2009-0553-VUT" 2009 553 "" "Natural" "Geophysical" "Volcanic activity" "Ash fall" "" "Mt. Garet" "Vanuatu" "VUT" "Melanesia" "Oceania" "Gaua island (Torba province)" "" "" "" "" "" "" NA NA "" "" "" "" "" 2009 11 26 2009 11 26 NA NA 400 NA 400 NA NA NA NA NA NA 79.17380276 "2" "" "31855" "Administrative unit not available (Adm2)."
"2010-0003-SLB" 2010 3 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Solomon Islands" "SLB" "Melanesia" "Oceania" "Administrative unit not available" "" "Slide (land, mud, snow, rock)" "Tsunami/Tidal wave" "Yes" "" "" 131 7 "Richter" "-8.783" "157.354" "21:48" "" 2010 1 3 2010 1 3 NA 1 1125 NA 1126 NA NA NA NA NA NA 80.47228515 "2" "" "25652" "Administrative unit not available (Adm2)."
"2010-9318-RUS" 2010 9318 "" "Natural" "Climatological" "Drought" "Drought" "" "" "Russian Federation (the)" "RUS" "Eastern Europe" "Europe" "Adygeya Rep., Astrakhanskaya Oblast, Bashkortostan Rep., Belgorodskaya Oblast, Bryanskaya Oblast, Chelyabinskaya Oblast, Ivanovskaya Oblast, Kalmykiya Rep., Kaluzhskaya Oblast, Krasnodarskiy Kray, Kurskaya Oblast, Lipetskaya Oblast, Moskovskaya Oblast, Moskva, Name Unknown, Orenburgskaya Oblast, Orlovskaya Oblast, Penzenskaya Oblast, Rostovskaya Oblast, Ryazanskaya Oblast, Samarskaya Oblast, Saratovskaya Oblast, Smolenskaya Oblast, Stavropolskiy Kray, Tambovskaya Oblast, Tulskaya Oblast, Tverskaya Oblast, Ulyanovskaya Oblast, Vladimirskaya Oblast, Volgogradskaya Oblast, Voronezhskaya Oblast, Yaroslavskaya Oblast provinces" "" "Heat wave" "Wildfire" "" "" "Yes" NA NA "Km2" "" "" "" "" 2010 4 1 2010 8 20 NA NA NA NA NA NA NA NA NA 1400000 1739729 80.47228515 "1" "2487;2493;2494;2495;2496;2499;2507;2510;2511;2524;2527;2530;2534;2535;2537;2543;2544;2545;2549;2550;2553;2555;2557;2558;2560;2564;2565;2569;2571;2572;2574;2576" "" "Adygeya Rep., Astrakhanskaya Oblast, Bashkortostan Rep., Belgorodskaya Oblast, Bryanskaya Oblast, Chelyabinskaya Oblast, Ivanovskaya Oblast, Kalmykiya Rep., Kaluzhskaya Oblast, Krasnodarskiy Kray, Kurskaya Oblast, Lipetskaya Oblast, Moskovskaya Oblast, Moskva, Name Unknown, Orenburgskaya Oblast, Orlovskaya Oblast, Penzenskaya Oblast, Rostovskaya Oblast, Ryazanskaya Oblast, Samarskaya Oblast, Saratovskaya Oblast, Smolenskaya Oblast, Stavropolskiy Kray, Tambovskaya Oblast, Tulskaya Oblast, Tverskaya Oblast, Ulyanovskaya Oblast, Vladimirskaya Oblast, Volgogradskaya Oblast, Voronezhskaya Oblast, Yaroslavskaya Oblast (Adm1)."
"2010-9077-TTO" 2010 9077 "DR-2010-000029" "Natural" "Climatological" "Drought" "Drought" "" "" "Trinidad and Tobago" "TTO" "Caribbean" "Americas" "Arima, Chaguanas, Couva/Tabaquite/Talparo, Diego Martin, Penal/Debe, Point Fortin, Port Of Spain, Princes Town, Rio Claro/Mayaro, San Fernando, San Juan/Laventille, Sangre Grande, Siparia, Tobago, Tunapuna/Piarco provinces" "" "" "Water shortage" "" "" "Yes" NA NA "Km2" "" "" "" "" 2010 1 NA 2010 6 NA NA NA NA NA NA NA NA NA NA NA NA 80.47228515 "1" "2977;2978;2979;2980;2981;2982;2983;2984;2985;2986;2987;2988;2989;2990;2991" "" "Arima, Chaguanas, Couva/Tabaquite/Talparo, Diego Martin, Penal/Debe, Point Fortin, Port Of Spain, Princes Town, Rio Claro/Mayaro, San Fernando, San Juan/Laventille, Sangre Grande, Siparia, Tobago, Tunapuna/Piarco (Adm1)."
"2010-0352-RUS" 2010 352 "" "Natural" "Climatological" "Wildfire" "Land fire (Brush, Bush, Pasture)" "" "" "Russian Federation (the)" "RUS" "Eastern Europe" "Europe" "Nizhniy city (Krasnodarskiy Kray province), Novgorodskaya Oblast, Riazan city (Ryazanskaya Oblast province), Lipetskaya Oblast, Voronezhskaya Oblast, Belgorodskaya Oblast, Ivanovskaya Oblast, Moskva, Moskovskaya Oblast provinces" "Heat wave and drought" "Heat wave" "" "Yes" "" "Yes" 700 NA "Km2" "" "" "" "" 2010 7 NA 2010 8 6 53 996 5000 NA 5996 NA NA 20000 24853 1800000 2236795 80.47228515 "1" "2495;2507;2530;2534;2535;2540;2574" "" "Belgorodskaya Oblast, Ivanovskaya Oblast, Lipetskaya Oblast, Moskovskaya Oblast, Moskva, Novgorodskaya Oblast, Voronezhskaya Oblast (Adm1)."
"2010-9077-LCA" 2010 9077 "DR-2010-000029" "Natural" "Climatological" "Drought" "Drought" "" "" "Saint Lucia" "LCA" "Caribbean" "Americas" "Area Under National Administration, Region Number 1 - 8 provinces" "" "Water shortage" "" "" "" "" NA NA "Km2" "" "" "" "" 2010 1 NA 2010 6 NA NA NA NA NA NA NA NA NA NA NA NA 80.47228515 "1" "2607;2608;2609;2610;2611;2612;2613;2614;2615" "" "Area Under National Administra, Region Number 1, Region Number 2, Region Number 3, Region Number 4, Region Number 5, Region Number 6, Region Number 7, Region Number 8 (Adm1)."
"2010-9290-MOZ" 2010 9290 "" "Natural" "Climatological" "Drought" "Drought" "" "" "Mozambique" "MOZ" "Eastern Africa" "Africa" "Maputo, Inhambane, Gaza provinces (South)" "" "Food shortage" "" "" "" "" NA NA "Km2" "" "" "" "" 2010 3 NA 2010 NA NA NA NA 460000 NA 460000 NA NA NA NA NA NA 80.47228515 "1" "2113;2114;41373" "" "Gaza, Inhambane, Maputo (Adm1)."
"2010-9292-MRT" 2010 9292 "" "Natural" "Climatological" "Drought" "Drought" "" "" "Mauritania" "MRT" "Western Africa" "Africa" "Assaba, Brakna, Gorgol, Guidimakha, Hodh Ech Gharbi, Nouakchott, Tagant, Trarza provinces; Amourj, Bassikounou, Djigueni, Nema, Timbedra districts (Hodh Ech Chargi province) (Southern Mauritania/Sahel region)" "Seasonal rain above the average in 2010 and 2011" "Food shortage" "" "" "Yes" "" NA NA "Km2" "" "" "" "" 2010 NA NA 2011 NA NA NA NA 838000 NA 838000 NA NA NA NA NA NA 80.47228515 "1;2" "2005;2006;2008;2009;2011;2013;2014;2016" "19511;19512;19513;19514;19516" "Assaba, Brakna, Gorgol, Guidimakha, Hodh El Gharbi, Nouakchott, Tagant, Trarza (Adm1). Amourj, Bassikounou, Djigueni, Nema, Timbedra (Adm2)."
"2010-9082-KEN" 2010 9082 "DR-2011-000029" "Natural" "Climatological" "Drought" "Drought" "" "" "Kenya" "KEN" "Eastern Africa" "Africa" "Marsabit, Isiolo, Moyale districts (Eastern province); Mandera, Wajir, Ijara, Garissa (North Eastern province); West Pokot, Turkana, Samburu district (Rift Valley Province); Tana River, Lamu, Kwale (Coast province)" "La Nina" "Famine" "" "Yes" "" "" NA NA "Km2" "" "" "" "" 2011 1 NA 2011 1 NA NA NA 4300000 NA 4300000 NA NA NA NA NA NA 80.47228515 "2" "" "51341;51342;51346;51348;51352;51357;51361;51362;51363;51364;51389;51392;51394" "Garissa, Ijara, Isiolo, Kwale, Lamu, Mandera, Marsabit, Moyale, Samburu, Tana River, Turkana, Wajir, West Pokot (Adm2)."
"2010-9082-SOM" 2010 9082 "DR-2011-000029" "Natural" "Climatological" "Drought" "Drought" "" "" "Somalia" "SOM" "Eastern Africa" "Africa" "Bakool, Shabelle Hoose, Shabelle Dhexe, Bay, Galgaduud, Gedo, Hiraan, Juba Dhexe, Juba Hoose, Mudug, Sanaag, Sool, Togdheer, Woqooyi Galbeed, Awdal, Bari, Nugaal province" "Failure of Gu and Deyr rain y seasons in 2009" "Famine" "" "" "Yes" "Yes" NA NA "Km2" "" "" "" "" 2010 2 NA 2011 11 NA 20000 NA 4000000 NA 4000000 NA NA NA NA NA NA 80.47228515 "1" "2688;2689;2690;2691;2693;2694;2695;2696;2697;2698;2699;2700;2701;2702;2703;2704;2705" "" "Awdal, Bakool, Bari, Bay, Galgaduud, Gedo, Hiraan, Juba Dhexe, Juba Hoose, Mudug, Nugaal, Sanaag, Shabelle Dhexe, Shabelle Hoose, Sool, Togdheer, Woqooyi Galbeed (Adm1)."
"2010-0158-MEX" 2010 158 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Mexico" "MEX" "Central America" "Americas" "Mexicali district (Baja California province)" "" "" "" "" "" "Yes" NA 7 "Richter" "32.2861667" "-115.2953333" "" "" 2010 4 4 2010 4 4 2 232 25000 NA 25232 NA NA 400000 497066 1150000 1429063 80.47228515 "2" "" "19586" "Mexicali (Adm2)."
"2010-9249-MLI" 2010 9249 "" "Natural" "Climatological" "Drought" "Drought" "" "" "Mali" "MLI" "Western Africa" "Africa" "Kayes, Tombouctou, Kidal, Gao provinces" "" "" "" "" "" "" NA NA "Km2" "" "" "" "" 2010 6 NA 2010 NA NA NA NA 600000 NA 600000 NA NA NA NA NA NA 80.47228515 "1" "1927;1928;1929;1934" "" "Gao, Kayes, Kidal, Tombouctou (Adm1)."
"2010-0463-NZL" 2010 463 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "New Zealand" "NZL" "Australia and New Zealand" "Oceania" "Christchurch city (Canterbury province)" "" "" "" "" "" "Yes" NA 7 "Richter" "-43.522" "171.83" "04:35" "" 2010 9 4 2010 9 4 NA 2 300000 NA 300002 NA NA 5000000 6213319 6500000 8077315 80.47228515 "2" "" "22381" "Administrative unit not available (Adm2)."
"2010-0606-PHL" 2010 606 "" "Natural" "Geophysical" "Volcanic activity" "Ash fall" "" "Mt. Bulusan" "Philippines (the)" "PHL" "South-Eastern Asia" "Asia" "Casiguran, Juban, Irosin, Magallanes areas (Sorsogon district, Region V (Bicol region) province)" "" "" "" "" "" "" NA NA "" "12.77" "124.05" "" "" 2010 11 9 2010 11 9 NA NA 14161 NA 14161 NA NA NA NA NA NA 80.47228515 "2" "" "24245" "Sorsogon (Adm2)."
"2010-0466-RUS" 2010 466 "" "Natural" "Climatological" "Wildfire" "Forest fire" "" "" "Russian Federation (the)" "RUS" "Eastern Europe" "Europe" "Volgogradskaya Oblast region" "" "" "" "" "" "" NA NA "Km2" "" "" "" "" 2010 9 2 2010 9 3 8 NA NA 1200 1200 NA NA NA NA NA NA 80.47228515 "1" "2572" "" "Volgogradskaya Oblast (Adm1)."
"2010-9132-THA" 2010 9132 "" "Natural" "Climatological" "Drought" "Drought" "" "" "Thailand" "THA" "South-Eastern Asia" "Asia" "Ang Thong, Chainat, Chaiyaphum, Chiang Rai, Kalasin, Kampaeng Phet, Khon Kaen, Lampang, Loei, Lopburi, Maha Sarakham, Mukdahan, Nakhon Phanom, Nakhon Ratchasima, Nakhon Sawan, Nan, Nong Bua Lamphu, Nong Khai, Phayao, Phichit, Phitsanulok, Phra Nakhon Si Ayudhya, Phrae, Sakon Nakhon, Saraburi, Singburi, Sukhothai, Suphanburi, Udon Thani, Uthai Thani, Uttaradit provinces" "" "" "" "" "" "Yes" NA NA "Km2" "" "" "" "" 2010 3 NA 2011 3 NA NA NA 6482602 NA 6482602 NA NA NA NA NA NA 80.47228515 "1" "2852;2856;2857;2860;2863;2864;2866;2868;2870;2871;2873;2874;2877;2878;2879;2881;2883;2884;2891;2894;2895;2896;2897;2905;2909;2912;2914;2915;2922;2923;2924" "" "Ang Thong, Chainat, Chaiyaphum, Chiang Rai, Kalasin, Kampaeng Phet, Khon Kaen, Lampang, Loei, Lopburi, Maha Sarakham, Mukdahan, Nakhon Phanom, Nakhon Ratchasima, Nakhon Sawan, Nan, Nong Bua Lamphu, Nong Khai, Phayao, Phichit, Phitsanulok, Phra Nakhon Si Ayudhya, Phrae, Sakon Nakhon, Saraburi, Singburi, Sukhothai, Suphanburi, Udon Thani, Uthai Thani, Uttaradit (Adm1)."
"2010-0002-TJK" 2010 2 "EQ-2010-000001" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Tajikistan" "TJK" "Central Asia" "Asia" "Uskrogh, Rogh, Payshanbeobod, Gishkhun, Dashtirogh, Rokharv, Punichuguni Jamak villages (Vanchskiy district, Badakhshoni province)" "" "" "" "" "" "" NA 5 "Richter" "38.245" "71.467" "07:15" "" 2010 1 2 2010 1 2 NA NA 6706 1134 7840 NA NA NA NA 1500 1864 80.47228515 "2" "" "37581" "Vanchskiy (Adm2)."
"2010-0093-TUR" 2010 93 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Turkey" "TUR" "Western Asia" "Asia" "Basyurt village (Karakocan district, Elazig province), Demirci, Kovancilar, Okcular villages (Kovancilar district, Elazig province)" "" "" "" "" "" "" NA 6 "Richter" "38.864" "39.986" "04:32" "" 2010 3 8 2010 3 8 51 100 3500 NA 3600 NA NA NA NA NA NA 80.47228515 "2" "" "27764;27766" "Karakocan, Kovancilar (Adm2)."
"2010-0668-TWN" 2010 668 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Taiwan (Province of China)" "TWN" "Eastern Asia" "Asia" "Taiwan Sheng province" "" "" "" "" "" "" NA 6 "Richter" "22.918" "120.795" "" "" 2010 3 4 2010 3 4 NA 96 NA NA 96 NA NA 89000 110597 1000000 1242664 80.47228515 "1" "925" "" "Taiwan Sheng (Adm1)."
"2010-9082-UGA" 2010 9082 "DR-2011-000029" "Natural" "Climatological" "Drought" "Drought" "" "" "Uganda" "UGA" "Eastern Africa" "Africa" "Kaabong, Kotido, Abim, Moroto, Nakapiripirit provinces (Karamoja region)" "" "" "" "" "" "" NA NA "Km2" "" "" "" "" 2011 3 NA 2011 NA NA NA NA 669000 NA 669000 NA NA NA NA NA NA 80.47228515 "1" "743;765;772;773;47074" "" "Abim, Kaabong, Kotido, Moroto, Nakapiripirit (Adm1)."
"2010-0027-USA" 2010 27 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "United States of America (the)" "USA" "Northern America" "Americas" "Ferndale, Eureka cities (Humboldt district, California province)" "" "" "" "" "" "" NA 7 "Richter" "40.652" "-124.6925" "04:27" "" 2010 1 10 2010 1 10 NA 30 600 NA 630 NA NA NA NA 12500 15533 80.47228515 "2" "" "28876" "Humboldt (Adm2)."
"2010-9077-VCT" 2010 9077 "DR-2010-000029" "Natural" "Climatological" "Drought" "Drought" "" "" "Saint Vincent and the Grenadines" "VCT" "Caribbean" "Americas" "Carriacou, Petite Martinique islands (Grenadines province)" "" "" "" "" "" "" NA NA "Km2" "" "" "" "" 2010 1 NA 2010 6 NA NA NA NA NA NA NA NA NA NA NA NA 80.47228515 "2" "" "61291" "Administrative unit not available (Adm2)."
"2011-0082-JPN" 2011 82 "" "Natural" "Geophysical" "Earthquake" "Tsunami" "" "" "Japan" "JPN" "Eastern Asia" "Asia" "Hokkaidoo, Akita, Aomori, Yamagata, Miyagi, Iwate, Hukusima, Tookyoo, Ibaraki, Totigi, Gunma, Saitama, Tiba, Kanagawa, Nagano provinces" "" "Fire" "Industrial accidents" "Yes" "" "" 735797 9 "Richter" "38.297" "142.373" "14:46" "" 2011 3 11 2011 3 11 19846 5933 362887 NA 368820 NA NA 37500000 45173825 210000000 252973418 83.01267439 "1" "1652;1653;1657;1659;1661;1663;1665;1668;1673;1675;1684;1688;1690;1693;1695" "" "Akita, Aomori, Gunma, Hokkaidoo, Hukusima, Ibaraki, Iwate, Kanagawa, Miyagi, Nagano, Saitama, Tiba, Tookyoo, Totigi, Yamagata (Adm1)."
"2011-0161-MEX" 2011 161 "" "Natural" "Climatological" "Wildfire" "Land fire (Brush, Bush, Pasture)" "" "" "Mexico" "MEX" "Central America" "Americas" "Acuna, Muzquiz, Ocampo, Arteaga districts (Coahuila province)" "Lightning" "Heat wave" "" "Yes" "" "Yes" NA NA "Km2" "" "" "" "" 2011 3 NA 2011 5 NA NA NA NA NA NA NA NA NA NA NA NA 83.01267439 "2" "" "19775;19777;19793;19796" "Acuna, Arteaga, Muzquiz, Ocampo (Adm2)."
"2011-0243-KGZ" 2011 243 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Kyrgyzstan" "KGZ" "Central Asia" "Asia" "Batken district (Batken province)" "" "" "" "" "" "" NA 6 "Richter" "40.081" "71.41" "01:35" "" 2011 7 19 2011 7 19 NA NA NA NA NA NA NA NA NA NA NA 83.01267439 "2" "" "18592" "Batken (Adm2)."
"2011-0090-MMR" 2011 90 "EQ-2011-000031" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Myanmar" "MMR" "South-Eastern Asia" "Asia" "Tarlay area (Tachileik district, Shan (E) province)" "" "" "" "" "" "" 1008 7 "Richter" "20.687" "99.822" "20:29" "" 2011 3 24 2011 3 24 74 125 18000 3152 21277 NA NA NA NA 3600 4337 83.01267439 "2" "" "41826" "Tachileik (Adm2)."
"2011-0068-NZL" 2011 68 "EQ-2011-000024" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "New Zealand" "NZL" "Australia and New Zealand" "Oceania" "Christchurch city (Canterbury province)" "" "" "" "Yes" "" "Yes" 9823 6 "Richter" "-43.583" "172.68" "12:51" "" 2011 2 22 2011 2 22 181 1500 300000 NA 301500 NA NA 12000000 14455624 15000000 18069530 83.01267439 "2" "" "22381" "Administrative unit not available (Adm2)."
"2011-0104-PAK" 2011 104 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Pakistan" "PAK" "Southern Asia" "Asia" "Garhi Khairo village (Jacobabad district, Sindh province), Quetta, Chagai districts (Balochistan province)" "" "" "" "" "" "" NA 7 "Richter" "28.777" "63.951" "" "" 2011 1 18 2011 1 18 2 NA 1000 NA 1000 NA NA NA NA NA NA 83.01267439 "2" "" "23614;23627;23684" "Chagai District, Jacobabad District, Quetta District (Adm2)."
"2011-0101-PHL" 2011 101 "" "Natural" "Geophysical" "Volcanic activity" "Ash fall" "" "Mt. Bulusan" "Philippines (the)" "PHL" "South-Eastern Asia" "Asia" "Irosin, Juban, Bulan areas (Sorsogon district, Region V (Bicol region) province)" "" "" "" "" "" "" NA NA "" "12.77" "124.05" "" "" 2011 2 21 2011 2 21 NA NA 32616 NA 32616 NA NA NA NA NA NA 83.01267439 "2" "" "24245" "Sorsogon (Adm2)."
"2011-0090-THA" 2011 90 "EQ-2011-000031" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Thailand" "THA" "South-Eastern Asia" "Asia" "Chiang Rai, Chiang Mai, Lampang, Lamphun, Mae Hong Son, Phayao, Phrae, Nan provinces" "" "" "" "" "" "" NA 7 "Richter" "20.687" "99.822" "" "" 2011 3 24 2011 3 24 1 16 NA NA 16 NA NA NA NA NA NA 83.01267439 "1" "2859;2860;2868;2869;2872;2881;2891;2897" "" "Chiang Mai, Chiang Rai, Lampang, Lamphun, Mae Hong Son, Nan, Phayao, Phrae (Adm1)."
"2011-0243-TJK" 2011 243 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Tajikistan" "TJK" "Central Asia" "Asia" "Khujand, Chkalovsk areas (Hojenskiy district, Sogd province), Garmskiy district (Tadzhikistan Territories province)" "" "" "" "" "" "" NA 6 "Richter" "40.081" "71.41" "" "" 2011 7 19 2011 7 19 NA NA NA NA NA NA NA NA NA NA NA 83.01267439 "2" "" "37606;37619" "Garmskiy, Hojenskiy (Adm2)."
"2011-0170-TUR" 2011 170 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Turkey" "TUR" "Western Asia" "Asia" "Simav district (Kutahya province)" "" "" "" "" "" "" NA 6 "Richter" "39.149" "29.103" "" "" 2011 5 19 2011 5 19 3 121 NA 10000 10121 NA NA 4000 4819 244000 293931 83.01267439 "2" "" "28091" "Simav (Adm2)."
"2011-0349-USA" 2011 349 "" "Natural" "Climatological" "Wildfire" "Forest fire" "" "" "United States of America (the)" "USA" "Northern America" "Americas" "Bastrop district (Texas province)" "Drought, high temperatures and strong winds" "" "" "" "" "" NA NA "Km2" "" "" "" "" 2011 9 4 2011 9 9 4 NA NA 4800 4800 NA NA 450000 542086 1000000 1204635 83.01267439 "2" "" "31210" "Bastrop (Adm2)."
"2011-0140-USA" 2011 140 "" "Natural" "Climatological" "Wildfire" "Land fire (Brush, Bush, Pasture)" "" "" "United States of America (the)" "USA" "Northern America" "Americas" "Texas province" "" "" "" "" "" "" NA NA "Km2" "" "" "" "" 2011 4 9 2011 4 30 2 5 NA 1300 1305 NA NA NA NA 183000 220448 83.01267439 "1" "3257" "" "Texas (Adm1)."
"2011-0243-UZB" 2011 243 "" "Natural" "Geophysical" "Earthquake" "Ground movement" "" "" "Uzbekistan" "UZB" "Central Asia" "Asia" "Fergana province" "" "" "" "" "" "" NA 6 "Richter" "40.081" "71.41" "01:35" "" 2011 7 19 2011 7 19 13 NA NA NA NA NA NA NA NA NA NA 83.01267439 "1" "3286" "" "Fergana (Adm1)."
"2009-0420-WSM" 2009 420 "TS-2009-000210" "Natural" "Geophysical" "Earthquake" "Tsunami" "" "" "Samoa" "WSM" "Polynesia" "Oceania" "Administrative unit not available province" "" "Tsunami/Tidal wave" "" "Yes" "" "" NA 8 "Richter" "-15.489" "-172.095" "06:48" "" 2009 9 29 2009 9 29 148 310 5274 NA 5584 NA NA NA NA 124040 156668 79.17380276 "2" "" "25301" "Administrative unit not available (Adm2)."
"2009-9633-SSD" 2009 9633 "" "Natural" "Climatological" "Drought" "Drought" "" "" "South Sudan" "SSD" "Northern Africa" "Africa" "Unity, Northern Bahr Ghazal, Jonglei, Upper Nile, Eastern Equatoria, Warab provinces" "Bad distibution of rain, conflict and bad recolt" "Food shortage" "" "" "" "" NA NA "Km2" "" "" "" "" 2009 NA NA 2010 NA NA NA NA 4300000 NA 4300000 NA NA NA NA NA NA 79.17380276 "1" "2747;2750;2751;2754;2765;37021" "" "Eastern Equatoria, Jonglei, Northern Bahr El Ghazal, Unity, Upper Nile, Warab (Adm1)."
"2009-0264-COD" 2009 264 "" "Natural" "Climatological" "Wildfire" "Land fire (Brush, Bush, Pasture)" "" "" "Congo (the Democratic Republic of the)" "COD" "Middle Africa" "Africa" "Tshikula, Dibaya cities (Lulua district, Kasai Occidental province), Kongolo city (Tanganyka district, Katanga province), Mukishi city (Haut-Lomani district, Katanga province)" "" "" "" "" "" "" NA NA "Km2" "" "" "" "" 2009 7 12 2009 7 12 NA NA NA 125 125 NA NA NA NA NA NA 79.17380276 "2" "" "14976;14981;14986" "Haut-Lomami, Lulua, Tanganyka (Adm2)."
